n_sequences,	cluster_id,	query_id,	%_identity,	alignment_length,	mismatches,	gap_opens,	evalue,	bit_score,	subject_titles
#	BLASTN	2.12.0+
#	Query:	polished-100-422.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
polished-100-422.fasta	99.270	548	1	2	0.0	987	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-49-899.fasta	97.882	661	8	4	0.0	1138	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
polished-49-899.fasta	97.252	655	9	7	0.0	1101	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
polished-49-899.fasta	97.734	662	9	4	0.0	1134	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
polished-49-899.fasta	97.099	655	10	7	0.0	1096	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
polished-49-899.fasta	97.866	656	8	4	0.0	1129	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
polished-49-899.fasta	97.252	655	9	7	0.0	1101	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
polished-49-899.fasta	97.792	634	8	4	0.0	1088	DQ181943.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__sp.	HY-2005	DQ181943.2
polished-49-899.fasta	97.161	634	9	7	0.0	1062	DQ181943.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__sp.	HY-2005	DQ181943.2
polished-49-899.fasta	97.634	634	9	4	0.0	1083	DQ181941.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ181941.1
polished-49-899.fasta	97.003	634	10	7	0.0	1057	DQ181941.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ181941.1
polished-49-899.fasta	95.273	677	24	4	0.0	1066	DQ925307.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Pseudophyllidea;	f__Cephalochlamydidae;	g__Cephalochlamys;	s__namaquensis	DQ925307.1
polished-49-899.fasta	94.521	657	25	7	0.0	1003	DQ925307.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Pseudophyllidea;	f__Cephalochlamydidae;	g__Cephalochlamys;	s__namaquensis	DQ925307.1
polished-49-899.fasta	95.475	663	19	6	0.0	1048	AF267290.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Duthiersia;	s__fimbriata	AF267290.1
polished-49-899.fasta	94.841	659	20	9	0.0	1016	AF267290.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Duthiersia;	s__fimbriata	AF267290.1
polished-49-899.fasta	97.549	612	9	4	0.0	1044	AM408316.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AM408316.2
polished-49-899.fasta	97.059	612	10	6	0.0	1026	AM408316.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AM408316.2
#	BLASTN	2.12.0+
#	Query:	polished-490-359.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-490-359.fasta	99.537	432	1	1	0.0	785	JQ609338.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__saginata	JQ609338.1
polished-490-359.fasta	99.306	432	2	1	0.0	780	GQ260088.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__asiatica	GQ260088.1
polished-490-359.fasta	96.296	432	15	1	0.0	708	GQ260089.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__multiceps	GQ260089.1
polished-490-359.fasta	93.694	444	8	6	0.0	647	GQ260091.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__solium	GQ260091.1
polished-490-359.fasta	98.806	335	3	1	8.04e-169	595	AB731617.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__asiatica	AB731617.1
polished-490-359.fasta	98.806	335	3	1	8.04e-169	595	AB731616.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__saginata	AB731616.1
polished-490-359.fasta	89.978	449	21	17	1.06e-157	558	GQ260090.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__hydatigena	GQ260090.1
polished-490-359.fasta	95.280	339	11	2	6.40e-150	532	AB731623.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__madoquae	AB731623.1
polished-490-359.fasta	95.224	335	15	1	8.28e-149	529	AB731621.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__multiceps	AB731621.1
polished-490-359.fasta	88.742	453	20	24	1.07e-147	525	JQ609339.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__pisiformis	JQ609339.1
polished-490-359.fasta	94.203	345	9	6	6.44e-145	516	AB731622.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__ovis	AB731622.1
polished-490-359.fasta	93.567	342	14	4	5.02e-141	503	AB731620.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__serialis	AB731620.1
polished-490-359.fasta	91.931	347	8	6	1.83e-130	468	DQ157224.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__solium	DQ157224.1
polished-490-359.fasta	91.931	347	8	6	1.83e-130	468	AB731615.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__solium	AB731615.1
polished-490-359.fasta	86.230	443	20	24	1.11e-122	442	JQ609340.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Hydatigera;	s__taeniaeformis	JQ609340.1
polished-490-359.fasta	86.175	434	25	23	5.16e-121	436	GQ260092.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Echinococcus;	s__granulosus	GQ260092.1
polished-490-359.fasta	85.681	433	27	23	4.02e-117	424	JQ609343.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Anoplocephalidae;	g__Avitellina;	s__centripunctata	JQ609343.1
polished-490-359.fasta	84.884	430	39	19	3.13e-113	411	AF124473.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetrabothriidea;	f__Tetrabothriidae;	g__Tetrabothrius;	s__forsteri	AF124473.1
polished-490-359.fasta	85.784	408	23	23	6.77e-110	399	EU704119.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Echinococcus;	s__granulosus	EU704119.1
polished-490-359.fasta	84.304	395	23	18	6.92e-95	350	EU704117.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Echinococcus;	s__multilocularis	EU704117.1
#	BLASTN	2.12.0+
#	Query:	polished-491-689.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
polished-491-689.fasta	100.000	473	0	0	0.0	874	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-491-689.fasta	99.180	244	0	1	2.32e-121	438	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-491-689.fasta	99.577	473	2	0	0.0	863	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-491-689.fasta	98.361	244	2	1	5.03e-118	427	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-491-689.fasta	99.367	474	2	1	0.0	857	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-491-689.fasta	98.770	244	2	1	1.08e-119	433	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-491-689.fasta	99.367	474	2	1	0.0	857	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-491-689.fasta	98.770	244	2	1	1.08e-119	433	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-491-689.fasta	99.366	473	3	0	0.0	857	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-491-689.fasta	97.951	244	3	2	2.34e-116	422	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-491-689.fasta	99.367	474	2	1	0.0	857	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-491-689.fasta	98.770	244	2	1	1.08e-119	433	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-491-689.fasta	99.572	467	2	0	0.0	852	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-491-689.fasta	98.319	238	2	1	1.09e-114	416	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-491-689.fasta	99.154	473	4	0	0.0	852	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-491-689.fasta	97.541	244	4	2	1.09e-114	416	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-491-689.fasta	98.312	474	7	1	0.0	830	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-491-689.fasta	96.311	244	8	1	1.10e-109	399	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-491-689.fasta	100.000	391	0	0	0.0	723	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-491-689.fasta	98.765	162	0	1	8.90e-76	287	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-491-689.fasta	100.000	391	0	0	0.0	723	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-491-689.fasta	98.765	162	0	1	8.90e-76	287	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-491-689.fasta	90.652	460	40	3	1.67e-172	608	FR686361.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686361.1
polished-491-689.fasta	95.294	170	7	1	3.22e-70	268	FR686361.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686361.1
polished-491-689.fasta	89.076	476	47	5	7.84e-166	586	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-491-689.fasta	96.023	176	6	1	3.20e-75	285	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-491-689.fasta	88.727	479	43	8	1.70e-162	575	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-491-689.fasta	96.023	176	6	1	3.20e-75	285	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-491-689.fasta	88.679	477	47	6	1.70e-162	575	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-491-689.fasta	94.886	176	8	1	6.93e-72	274	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-491-689.fasta	89.032	465	48	3	6.10e-162	573	FR686362.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686362.1
polished-491-689.fasta	95.783	166	6	1	1.16e-69	267	FR686362.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686362.1
polished-491-689.fasta	88.494	478	46	8	7.89e-161	569	FN666253.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	CS-2010	FN666253.1
polished-491-689.fasta	95.455	176	7	1	1.49e-73	279	FN666253.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	CS-2010	FN666253.1
polished-491-689.fasta	88.494	478	46	9	7.89e-161	569	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-491-689.fasta	96.591	176	5	1	6.88e-77	291	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-491-689.fasta	88.961	462	48	3	2.84e-160	568	FR686363.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686363.1
polished-491-689.fasta	95.706	163	6	1	5.39e-68	261	FR686363.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686363.1
polished-491-689.fasta	88.309	479	45	8	3.67e-159	564	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-491-689.fasta	96.023	176	6	1	3.20e-75	285	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
#	BLASTN	2.12.0+
#	Query:	polished-50-744.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
polished-50-744.fasta	99.448	725	2	1	0.0	1315	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-50-744.fasta	99.446	722	2	1	0.0	1310	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-50-744.fasta	99.310	725	3	1	0.0	1310	HQ228991.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__sp.	JL-2010	HQ228991.1
polished-50-744.fasta	99.307	722	3	1	0.0	1304	HQ228991.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__sp.	JL-2010	HQ228991.1
polished-50-744.fasta	98.495	731	2	4	0.0	1280	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
polished-50-744.fasta	98.161	707	2	4	0.0	1223	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
polished-50-744.fasta	98.617	723	4	4	0.0	1275	DQ925309.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ925309.1
polished-50-744.fasta	97.799	727	8	5	0.0	1247	DQ925309.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ925309.1
polished-50-744.fasta	98.617	723	4	4	0.0	1275	DQ925308.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Digramma;	s__interrupta	DQ925308.1
polished-50-744.fasta	97.662	727	9	5	0.0	1242	DQ925308.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Digramma;	s__interrupta	DQ925308.1
polished-50-744.fasta	98.615	722	4	4	0.0	1273	DQ316795.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316795.1
polished-50-744.fasta	97.662	727	9	6	0.0	1242	DQ316795.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316795.1
polished-50-744.fasta	98.615	722	4	4	0.0	1273	DQ316793.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316793.1
polished-50-744.fasta	97.799	727	8	5	0.0	1247	DQ316793.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316793.1
polished-50-744.fasta	98.479	723	5	4	0.0	1269	DQ925312.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Ligula;	s__colymbi	DQ925312.1
polished-50-744.fasta	97.662	727	9	5	0.0	1242	DQ925312.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Ligula;	s__colymbi	DQ925312.1
polished-50-744.fasta	98.476	722	5	4	0.0	1267	DQ316796.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316796.1
polished-50-744.fasta	97.662	727	9	5	0.0	1242	DQ316796.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316796.1
polished-50-744.fasta	98.476	722	5	4	0.0	1267	DQ316794.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316794.1
polished-50-744.fasta	97.662	727	9	5	0.0	1242	DQ316794.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ316794.1
polished-50-744.fasta	98.080	729	8	4	0.0	1264	DQ925310.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Adenocephalus;	s__pacificus	DQ925310.2
polished-50-744.fasta	98.020	707	8	4	0.0	1223	DQ925310.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Adenocephalus;	s__pacificus	DQ925310.2
polished-50-744.fasta	98.731	709	3	4	0.0	1254	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
polished-50-744.fasta	97.937	727	7	5	0.0	1253	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
polished-50-744.fasta	97.928	724	9	4	0.0	1253	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
polished-50-744.fasta	97.095	723	11	6	0.0	1212	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
polished-50-744.fasta	97.937	727	7	5	0.0	1253	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
polished-50-744.fasta	98.722	704	3	4	0.0	1245	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
polished-50-744.fasta	98.451	710	5	4	0.0	1245	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
polished-50-744.fasta	97.524	727	8	6	0.0	1234	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
polished-50-744.fasta	97.911	718	7	5	0.0	1236	DQ181943.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__sp.	HY-2005	DQ181943.2
polished-50-744.fasta	98.680	682	3	4	0.0	1205	DQ181943.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__sp.	HY-2005	DQ181943.2
polished-50-744.fasta	97.772	718	8	5	0.0	1230	DQ181941.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ181941.1
polished-50-744.fasta	98.534	682	4	4	0.0	1199	DQ181941.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ181941.1
polished-50-744.fasta	97.701	696	8	5	0.0	1192	AM408316.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AM408316.2
polished-50-744.fasta	98.485	660	4	4	0.0	1160	AM408316.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AM408316.2
polished-50-744.fasta	95.810	716	19	6	0.0	1146	AF267290.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Duthiersia;	s__fimbriata	AF267290.1
polished-50-744.fasta	95.597	704	20	6	0.0	1118	AF267290.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Duthiersia;	s__fimbriata	AF267290.1
