n_sequences,	cluster_id,	query_id,	%_identity,	alignment_length,	mismatches,	gap_opens,	evalue,	bit_score,	subject_titles
#	BLASTN	2.9.0+
#	Query:	polished-10-106.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-10-106.fasta	98.901	182	2	0	4.26e-88	326	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168107.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pseudocandidum	AM168107.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168106.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__tikalense	AM168106.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168106.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__tikalense	AM168106.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168105.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__tenuissimum	AM168105.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168105.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__tenuissimum	AM168105.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168104.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pallidum	AM168104.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168104.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pallidum	AM168104.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168103.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pallidum	AM168103.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168103.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pallidum	AM168103.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168102.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__arachnoideum	AM168102.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168102.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__arachnoideum	AM168102.1
#	BLASTN	2.9.0+
#	Query:	polished-6-84147.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	39	hits	found
polished-6-84147.fasta	97.059	136	2	1	8.73e-59	228	AACB03000031.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000031.1
polished-6-84147.fasta	97.059	136	2	1	8.73e-59	228	AACB03000031.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000031.1
polished-6-84147.fasta	97.059	136	2	1	8.73e-59	228	AACB03000009.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000009.1
polished-6-84147.fasta	97.059	136	2	1	8.73e-59	228	AACB03000009.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000009.1
polished-6-84147.fasta	96.350	137	3	1	1.13e-57	224	AF473852.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AF473852.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	JX173878.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__barbibulus	JX173878.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	JX173878.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__barbibulus	JX173878.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	JF892723.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__sp.	MR-2011k	JF892723.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	JF892723.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__sp.	MR-2011k	JF892723.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	JF892719.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__maeandriforme	JF892719.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	JF892719.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__maeandriforme	JF892719.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	JF892718.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Raperosteliaceae;	g__Raperostelium;	s__reciprocatum	JF892718.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	JF892718.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Raperosteliaceae;	g__Raperostelium;	s__reciprocatum	JF892718.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141494.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Raperosteliaceae;	g__Hagiwaraea;	s__radiculata	HQ141494.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141494.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Raperosteliaceae;	g__Hagiwaraea;	s__radiculata	HQ141494.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141493.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Raperosteliaceae;	g__Raperostelium;	s__ohioense	HQ141493.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141493.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Raperosteliaceae;	g__Raperostelium;	s__ohioense	HQ141493.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141492.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__sp.	TH8C	HQ141492.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141492.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__sp.	TH8C	HQ141492.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141491.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__sp.	TH14B	HQ141491.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141491.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__sp.	TH14B	HQ141491.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141490.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliales;	g__Coremiostelium;	s__polycephalum	HQ141490.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141490.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliales;	g__Coremiostelium;	s__polycephalum	HQ141490.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141489.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliales;	g__Coremiostelium;	s__polycephalum	HQ141489.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141489.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliales;	g__Coremiostelium;	s__polycephalum	HQ141489.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141488.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliales;	g__Coremiostelium;	s__polycephalum	HQ141488.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141488.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliales;	g__Coremiostelium;	s__polycephalum	HQ141488.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141487.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__sp.	Tibet	10A	HQ141487.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141487.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__sp.	Tibet	10A	HQ141487.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141486.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__violaceum	HQ141486.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141486.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__violaceum	HQ141486.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141482.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__mucoroides	HQ141482.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141482.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__mucoroides	HQ141482.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141481.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__purpureum	HQ141481.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141481.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__purpureum	HQ141481.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	HQ141478.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__ammophilum	HQ141478.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	HQ141478.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Dictyostelium;	s__ammophilum	HQ141478.1
polished-6-84147.fasta	100.000	53	0	0	7.14e-20	99.0	FJ876957.1	k__Eukaryota;	p__Ciliophora;	c__Karyorelictea;	o__Loxodida;	f__Loxodidae;	g__Loxodes;	s__sp.	LWW08031803	FJ876957.1
polished-6-84147.fasta	100.000	28	0	0	5.64e-06	52.8	FJ876957.1	k__Eukaryota;	p__Ciliophora;	c__Karyorelictea;	o__Loxodida;	f__Loxodidae;	g__Loxodes;	s__sp.	LWW08031803	FJ876957.1
#	BLASTN	2.9.0+
#	Query:	polished-6-843.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-6-843.fasta	98.907	183	1	1	4.29e-88	326	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-6-843.fasta	98.361	183	2	1	2.00e-86	320	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
polished-6-843.fasta	98.361	183	2	1	2.00e-86	320	AB302388.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB302388.1
polished-6-843.fasta	98.361	183	2	1	2.00e-86	320	AB302387.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	AB302387.1
polished-6-843.fasta	98.315	178	2	1	1.20e-83	311	HQ228991.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__sp.	JL-2010	HQ228991.1
polished-6-843.fasta	99.419	172	0	1	1.20e-83	311	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
polished-6-843.fasta	97.753	178	3	1	5.59e-82	305	DQ925312.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Ligula;	s__colymbi	DQ925312.1
polished-6-843.fasta	97.753	178	3	1	5.59e-82	305	DQ925309.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ925309.1
polished-6-843.fasta	97.753	178	3	1	5.59e-82	305	DQ925308.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Digramma;	s__interrupta	DQ925308.1
polished-6-843.fasta	96.629	178	5	1	1.21e-78	294	DQ925310.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Adenocephalus;	s__pacificus	DQ925310.2
polished-6-843.fasta	100.000	157	0	0	1.57e-77	291	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
polished-6-843.fasta	98.765	162	1	1	2.02e-76	287	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
polished-6-843.fasta	99.346	153	1	0	1.22e-73	278	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
polished-6-843.fasta	100.000	142	0	0	3.41e-69	263	DQ768163.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	DQ768163.1
polished-6-843.fasta	99.296	142	1	0	1.59e-67	257	DQ768160.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	DQ768160.1
polished-6-843.fasta	99.296	142	1	0	1.59e-67	257	DQ181945.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__dendriticus	DQ181945.2
polished-6-843.fasta	99.296	142	1	0	1.59e-67	257	DQ181944.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__ditremum	DQ181944.2
polished-6-843.fasta	99.296	142	1	0	1.59e-67	257	DQ181943.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__sp.	HY-2005	DQ181943.2
polished-6-843.fasta	99.296	142	1	0	1.59e-67	257	DQ181941.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ181941.1
polished-6-843.fasta	91.803	183	14	1	1.59e-67	257	AJ287576.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Trypanorhyncha;	f__Sphyriocephalidae;	g__Sphyriocephalus;	s__sp.	DTJL-2000	AJ287576.1
#	BLASTN	2.9.0+
#	Query:	polished-6-864.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	7	hits	found
polished-6-864.fasta	85.207	169	16	8	9.52e-40	165	DQ992191.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	EFW13	DQ992191.1
polished-6-864.fasta	95.349	43	2	0	7.68e-11	69.4	JQ910878.1	k__Fungi;	p__Fungi;	c__Fungi;	o__Fungi;	f__Fungi;	g__uncultured;	s__fungus	JQ910878.1
polished-6-864.fasta	93.333	45	3	0	2.76e-10	67.6	BMAW01120318.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Nephila;	s__pilipes	BMAW01120318.1
polished-6-864.fasta	93.333	45	3	0	2.76e-10	67.6	BMAO01037308.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01037308.1
polished-6-864.fasta	90.196	51	5	0	2.76e-10	67.6	BMAO01036578.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01036578.1
polished-6-864.fasta	100.000	33	0	0	1.28e-08	62.1	JF699578.1	k__Metazoa;	p__Arthropoda;	c__Malacostraca;	o__Isopoda;	f__Sphaeromatidae;	g__Paracassidinopsis;	s__perlata	JF699578.1
polished-6-864.fasta	96.875	32	1	0	2.15e-06	54.7	FP178483.1	k__Eukaryota;	p__Haptophyta;	c__Haptophyta;	o__Isochrysidales;	f__Noelaerhabdaceae;	g__Emiliania;	s__huxleyi	FP178483.1
#	BLASTN	2.9.0+
#	Query:	polished-6-932.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	JX237370.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	JX237370.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	HF911524.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__typica	HF911524.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	HE997159.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997159.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	HE997158.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997158.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	GQ472928.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472928.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	GQ472926.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472926.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	GQ472924.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472924.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	AF411202.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AF411202.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	AB908161.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908161.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	AB908160.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908160.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
polished-6-932.fasta	98.837	172	1	1	5.20e-82	305	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
polished-6-932.fasta	98.266	173	2	1	6.72e-81	302	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
polished-6-932.fasta	98.256	172	2	1	2.42e-80	300	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
polished-6-932.fasta	98.256	172	2	1	2.42e-80	300	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
polished-6-932.fasta	98.256	172	2	1	2.42e-80	300	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
polished-6-932.fasta	98.256	172	2	1	2.42e-80	300	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
polished-6-932.fasta	97.674	172	3	1	1.13e-78	294	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
polished-6-932.fasta	97.674	172	3	1	1.13e-78	294	EU740575.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	EU740575.1
#	BLASTN	2.9.0+
#	Query:	polished-6-959.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	7	hits	found
polished-6-959.fasta	86.047	172	16	7	1.25e-43	178	DQ992191.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	EFW13	DQ992191.1
polished-6-959.fasta	95.349	43	2	0	7.83e-11	69.4	JQ910878.1	k__Fungi;	p__Fungi;	c__Fungi;	o__Fungi;	f__Fungi;	g__uncultured;	s__fungus	JQ910878.1
polished-6-959.fasta	93.333	45	3	0	2.82e-10	67.6	BMAW01120318.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Nephila;	s__pilipes	BMAW01120318.1
polished-6-959.fasta	93.333	45	3	0	2.82e-10	67.6	BMAO01037308.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01037308.1
polished-6-959.fasta	90.196	51	5	0	2.82e-10	67.6	BMAO01036578.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01036578.1
polished-6-959.fasta	100.000	33	0	0	1.31e-08	62.1	JF699578.1	k__Metazoa;	p__Arthropoda;	c__Malacostraca;	o__Isopoda;	f__Sphaeromatidae;	g__Paracassidinopsis;	s__perlata	JF699578.1
polished-6-959.fasta	96.875	32	1	0	2.19e-06	54.7	FP178483.1	k__Eukaryota;	p__Haptophyta;	c__Haptophyta;	o__Isochrysidales;	f__Noelaerhabdaceae;	g__Emiliania;	s__huxleyi	FP178483.1
#	BLASTN	2.9.0+
#	Query:	polished-60-209.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	7	hits	found
polished-60-209.fasta	86.228	167	15	7	1.59e-42	174	DQ992191.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	EFW13	DQ992191.1
polished-60-209.fasta	95.349	43	2	0	7.73e-11	69.4	JQ910878.1	k__Fungi;	p__Fungi;	c__Fungi;	o__Fungi;	f__Fungi;	g__uncultured;	s__fungus	JQ910878.1
polished-60-209.fasta	93.333	45	3	0	2.78e-10	67.6	BMAW01120318.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Nephila;	s__pilipes	BMAW01120318.1
